区域,北京,餐饮类型,烧烤烤串,店铺id,4147527,店铺名称,金滏山自助烤肉（大成路店）,经度,116.255102,纬度,39.889762
区域,北京,餐饮类型,小吃快餐,店铺id,285596,店铺名称,大拇指鸭血粉丝汤（搜秀购物广场店）,经度,116.419251,纬度,39.896549
用户,星级,评论
eDJ464807152,5.0,数不清吃了几次了 只要路过有空就来吃
琉璃sunshine阳,3.0,真的一般般，吃过一遍不想吃第二遍那种  唉！
匿名用户,5.0,强烈推荐啊，味道很不错到店里都晚上8，9点钟了，老板说正好还有一份，分量也很足，荤素搭配的都有，粉是类似于粉条的感觉，本人很喜欢吃，很入味，价格也还可以接受，满意！
谈天,4.0,味道不错，性价比高
EFQ581643573,5.0,强烈推荐，量大，好吃，实惠。
匿名用户,4.0,鸭血粉丝汤是北京比较好吃的一家了，很大一碗，一个女孩吃费劲，内容丰富，鸭肝鸭血鸭肉鸭肠，小青菜豆芽千叶豆泡，很多配菜，老板热情推荐我吃他家辣椒油，不吃辣没敢放！
WAGa135288,4.0,还行，一般大排档里的很一般不值得推荐
wcY668593785,5.0,味道很赞喜欢💕吃了这么多年还是这个味道，一直关注离我这近真好真棒👍
匿名用户,5.0,这家的鸭血粉丝汤吃了好几年了，非常好吃
McQ247660272,4.0,服务很好
胡吃海塞的贪吃鬼,5.0,放的鸭血鸭肠鸭肝什么的种类挺多的，给的也挺多的，很实惠，老板也是很实在的人。味道也挺正宗的，好吃不贵
yeE191583602,1.0,垃圾食品假南京鸭血粉丝汤     味道令人作呕
vxR743406057,4.0,好吃
念伊梦,5.0,打王者不想动就不动你一下吗好的老婆是我的原因是因为我们现在的年轻人还是可以的很强势了吧唧一大口的时候我就给你发红包给我看看能不能去上班的人是活的开心了我也没有女朋友就好我去吧皮卡丘的？你就不能好好的，谢谢
寻爱之可寻,3.0,"【口味】
【环境】
【服务】
【等位】"
匿名用户,3.0,时间太久了，上次老公回国时吃的，记得这个一般
匿名用户,5.0,挺好吃的！！！！给的量很足！
Qki466857477,2.0,"换人了，不知道是不是老板也换了。
精品粉丝，鸭肠什么的基本没有。
从搜秀刚开业那年开始，就喜欢吃这家粉丝汤，每次路过这里都会来吃。
可惜这次的味道寡淡，应该是汤料变了。"
匿名用户,4.0,还不错
匿名用户,3.0,还不错，不知道为啥鸭血不如以前的好吃了 #精品鸭血粉丝汤#
匿名用户,3.0,经常吃，量足，味道还不错，只要是方便。
Again饭饭,2.0,现在没有之前好吃了，价格也涨了。
eJe825114352,3.0,汤里有鸭血，鸭肠，鸭肝，青菜，粉丝，不咸不淡，不油。
匿名用户,2.0,粉丝越来越少了，也就两筷子便吃干净了！其他的料还是丰富的！
Frg748980713,3.0,朋友带着过去吃的，开可以吧味道…
匿名用户,4.0,味道还不错，当时部门聚会喝酒了，只是为了醒酒
李天慧82,4.0,还可以，偶尔就想吃了。
GFr770854395,3.0,不怎么好吃，肉少，没啥味，粉不好吃
kWn138231778,3.0,过去很方便 离上班的地儿近，味道也不错
lyybluesky,5.0,吃过好多次了，味道很好，料也很足，性价比高!
NYd563741541,3.0,味道实在一般。汤很清淡，不是骨汤熬出来的，不怎么喜欢。
薄荷想想i,3.0,有点腥味，吃的时候一定要放姜。
aoran981_26,4.0,味道不错，量足，一大碗，基本一个人吃到撑，值得尝试
iNX230365677,1.0,态度恶劣我还没说那先下粉条了，不会在光顾
zj54321,4.0,菜的质量和分量都可以，希望一直保持哦！
A天黑请闭眼.,5.0,味道很好，来了好几次了😄
A天黑请闭眼.,5.0,来吃好几次了，味道不错，继续努力
匿名用户,5.0,还行，味道还好，不如正宗的，有味道还好吧。
杨小刀吖,5.0,量很足，味道不错
匿名用户,3.0,菜品还行，口味也挺给力的，就是量少了点
如果有明天522,4.0,好吃，很大份，菜很多
匿名用户,3.0,很一般，吃不饱，希望你们能多给点，
贾贾夏,4.0,饭量大，样式菜多，味道不太辣，地方好找
sylphr,5.0,吃了好多年了，就是碗筷一直有些担忧
ve瓶子,3.0,一般吧，菜品 服务都是一般！！！
水瓶4,3.0,一直去，味道还不错，有几年了，觉得不错就想给朋友带点，发现打包盒隔三差五涨价，不知道是什么意思，量也变少了，其实还是挺支持他们的，有那么一点点觉得他们不太实在，做这种生意我觉的回头客还是挺重要的，加油
xixingwuyin,5.0,好久了，还不错
sylphr,5.0,味道不错，碗筷的卫生堪忧
晨阳宝宝117,5.0,粉丝少 一个女生都没吃饱
uLO873016739,1.0,不是一般的难吃，以后再也不会点了
匿名用户,5.0,味道很好，一个人吃饱饱的！推荐！
sylphr,5.0,我特别喜欢吃的一家，每次必点精品鸭血面，因为我的消化系统不太好，粉丝不容易消化，幸好这里可以把粉丝换成面^_^
水瓶4,3.0,和朋友一起去的，没有然后，不是味道不错真的不愿意来
xiedan654321,5.0,听很多同事推荐，不过觉得还是不如国瑞城那家好吃，一般般吧，随便吃吃填饱肚子还可以。
快乐的胖吴姑娘,3.0,价格始终，希望团购也给个火烧！
SGz769687503,5.0,每次去新世界逛街，都会来这家店吃精品鸭血粉丝汤，量足大，里边食材多，有鸭血粉丝，鸭肝，鸭肠，鸭心，几片鸭肉，豆芽，油菜，香菜，香葱，那叫一个香味十足！建议大家去品尝美味！
PJu493878803,5.0,位置很好找，在崇外大街搜秀八楼美食广场，鸭血粉丝汤味道鲜美，精品里边有鸭血，鸭肝，鸭心，鸭肉鸭肠。。配菜有油菜和豆腐泡，豆芽，最近一周每天都来，是北京最好吃是鸭血粉丝汤，一扫光哈哈，老板热情，服务好，值得大家品尝。大爱呦！
wmm美丽达人,5.0,还不错，吃了好几次了，亲会常来的，量挺大的
Aquarius0122,3.0,应该是换老板了，味道和以前不一样了，态度还行！
zSK110259916,3.0,分量很足就是鸭肝很大的味道其他的都很好，值得购买。
BGv196109778,5.0,量大实惠，一个人吃的饱饱的，口味挺好，量足，粉丝，鸭血，鸭肠，鸭心，鸭肝，豆芽，青菜，很好吃
匿名用户,5.0,分量很足  配料挺多的，味道也好  够吃了  推荐来吃
胃曾相识,4.0,不太符合我的口味所以只吃了一半。
匿名用户,5.0,8楼美食城，味道还好吧，还是喜欢在上海吃过的老鸭粉丝汤，纯正鸭汤很浓很香！有机会去上海的朋友一定要尝尝！
BGv196109778,5.0,好吃，味道不好，分量足，粉丝，鸭血，鸭肠，鸭肝，我很喜欢吃，
rMN672365786,5.0,味道很好，服务态度很好，推荐一下！
匿名用户,5.0,还可以吧，经常过来吃总体还不错
迷and梦,5.0,不错，好吃，和朋友去吃的，朋友很喜欢！
xyo238025170,5.0,味道很好吃呦，送货很快，满意，赞赞赞，老客户了
xyo238025170,5.0,味道很好吃呦，送货很快，满意，赞赞赞，分量很足
xyo238025170,5.0,味道很好吃呦，送货很快，满意，赞赞赞，好吃实惠
xyo238025170,5.0,味道很好吃呦，送货很快，满意，，挺好的
LYing26,5.0,味道不错。经常去的一家还是那个味。和南京正宗的差点
Jokinglee,5.0,烫汁味道浓厚，调味料配置恰到好处、支付方式齐全
VQF736640557,4.0,还可以吧。。。。每次都给的比较咸。
南子的萱,5.0,来这里试试看，确实比我们那儿做的好，特别好喝，份量也很大，赞👍😍😍😍😍
AsI868718489,4.0,没有以前实惠了，里面全是油菜，没有多少粉
sneer佳,4.0,味道挺好的，很值得！不过就是烧饼有点问题，凉就凉吧，我竟然吃出了头发😨😨
LHz309692582,4.0,还可以吧!评价迟了，比到店付便宜点。
匿名用户,5.0,口味不错 环境就是普通食府的环境 很呛还算干净
XWN919685934,5.0,第二次去吃，很喜欢，性价比高，里面有鸭肠，鸭肝，鸭血，豆芽，小油菜，豆泡，粉丝。
YlA41305895,5.0,味道不错👌.吃起来口感很棒.值得经常去吃
YlA41305895,5.0,味道不错👌.吃起来口感很棒.值得经常去吃
YlA41305895,5.0,味道不错👍值得向大家推荐一下这款
JIU220452145,5.0,非常非常非常好吃，不但味道赞，还物美价廉～～
VDJ905151569,1.0,没有啥特色吧！没有觉的有多好！一般般啦！
CTg970818475,5.0,粉丝量很足，不过没有鸭肠，这是大问题，在国瑞吃的时候有，就是鸭血有点少，不过味道和环境挺满意的，推荐如吃，在搜秀8层！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！，！，，
guolian15,3.0,感觉还可以，是在搜秀城8层的大排档，环境一般，口味还行。
匿名用户,3.0,挺好的！买了很多次啦，也带了朋友们吃了多次，满意
XWN919685934,5.0,不错！第一次吃！打算再来一碗！还会继续光顾的
guolian15,3.0,口味还行，比较实惠，大排档的水平。
PJu493878803,5.0,不错不错，鸭血，鸭肝，鸭心，鸭肠，都有，豆芽油菜两种配菜，粉丝也很多，汤汁鲜美，适合东北人口味
萌萌鱼鱼鱼,3.0,明明给免费打包，为啥不给用打包盒
huang12123,4.0,味道不错，鸭血粉丝汤味道鲜美，有机会还会去的。
匿名用户,3.0,一天吃两次，哈哈，就喜欢吃这家的～
如果有明天522,4.0,很好吃，味道很棒，吃过很多次了，非常👍，以后常来，嗯，非常感谢
zgntc,3.0,味道还行，我不吃内脏，所以全部换成鸭血了
PJu493878803,5.0,好好好，最近每天都来，精品就是鸭血鸭肝鸭肠鸭心都有，味道棒棒的
dzS749146369,4.0,经常来，老板很热情，一大碗每次都能吃完，很有营养的，赞\(≧▽≦)/
qiyexin0621,5.0,味道好，服务好，制作快！经常吃！
区域,北京,餐饮类型,创意菜,店铺id,152727104,店铺名称,风铃酒馆,经度,116.409074,纬度,39.934376
用户,星级,评论
悉雨辰寂,5.0,第二次来了哦
ouD37598020,5.0,分量很足，梅子酒很好喝的
终于见到彩虹了,5.0,青梅酒很不错，度数不高，菜也很好吃，钵里的鱼强烈安利，麻麻的口感下酒很不错
匿名用户,2.0,菜量少价格高，酒一般，网红店一个。朋友老到处喝酒，说这里的跟淘宝买的差不多，价格差了十倍
sMQ737644535,5.0,米酒很不错 菜品也很合口味 环境服务都ok 适合和朋友聊天小聚的地方 #鸡腿肉串# #古法秘制红烧肉# #米酒# #花酿# #上汤虾糕# #玫瑰奶冻# #烤五花肉串# #荠菜年糕# #淡菜排骨蒸凤爪# #重酪薯泥#
Max44088,5.0,"环境优雅 清新恬淡
打上一壶新酒 点上几碟卤味 
桂花酒米香味很浓
卤凤爪酥软入味，骨头都耐吃很久"
匿名用户,4.0,环境很好，菜的味道很正，关键酒好喝
张莹莹558,5.0,古风环境很优秀，菜品创意好，主要是米酒好喝
海岸哈,5.0,风铃酒馆的菜也太好吃了，一瓶酒对于我们两个人来说正好~ #古法秘制红烧肉#
匿名用户,5.0,菜品还可以~最喜欢桂花酿~
qVb326564585,5.0,环境好，味道佳，服务也很赞~很值得来试试哦~
nsb566391309,5.0,从网上搜到这个地方，步行一刻钟到店。在南锣鼓巷景区内，小店简洁干净。点了一份古法红烧肉，一份淬火鸡心，一份菜心味道很好。特别是红烧肉捣碎了拌米饭超棒！
PFa944383889,5.0,做得很好
ynw869505687,4.0,忒冷了
bunnyrararabit,5.0,很好喝的酒呐呐桃花酿
MKf793937573,5.0,好酒
SKz380428226,5.0,没话说。这酒可以啦
Bii637045711,5.0,很有特色的小店
Qec781444528,1.0,哎，谁去谁知道啊
zLT837129915,5.0,环境比较安静，适合品酒聊天
oTe544594196,5.0,棒
jWj836806057,5.0,好吃
Wang言102,5.0,超赞的！
烟酒茶花,3.0,炸窝
ueT488212352,5.0,桃花酿真的好喝
PcQ173189294,5.0,非常推荐！
Scd491242276,4.0,等位时间太长了 建议不要周末来 酒蛮好喝的 适合女生的口味
miya9526,5.0,特别好
svs326418882,5.0,桃花酿简直好喝到哭！！！！
Zow206752875,5.0,桃花酿非常好喝，还会再来的。
Ina496649989,5.0,超级赞！不来会后悔!一定要来！非常棒！
Mly311363334,3.0,"emmmnm菜分量太少了嗷呜
一只猫精都喂不饱
但是环境很好 餐具很有艺术感"
墨玦royalesy,5.0,很棒
vRa337017775,4.0,挺不错的
Jru659388095,5.0,口味独到，自主权，卫生干净，服务礼貌，下次还来
OKhehe,5.0,好好好
_qqsnv1387034495,5.0,烤蘑菇！
qrF318002545,5.0,
嗨皮爷,5.0,
jeejn,5.0,
ceciliaxi0908,5.0,
WHb581516522,5.0,
菟汜基,5.0,
OcM48193350,5.0,
OcM48193350,5.0,
Guj668027719,5.0,
匿名用户,5.0,
小二萌2,5.0,
MEg145654975,5.0,
。。。5734,5.0,
,5.0,
INE280066982,5.0,
EsE279363326,5.0,
SOP840487005,5.0,
Ufd201117534,5.0,
Kevin7931,5.0,
RRn162511031,5.0,
KTK399087722,5.0,
gGr497495786,5.0,
,5.0,
WXt377188646,5.0,
Ouu606857474,5.0,
GMw300141494,5.0,
Das684425257,5.0,
Who606243288,5.0,
gNM436321410,5.0,
wPI606341433,5.0,
rNL278633276,5.0,
IFE1,5.0,
我叫小怪兽,5.0,
TRA785828384,5.0,
傻ff.,5.0,
七叶909,5.0,
miss小慈,5.0,
FPu793154881,5.0,
外向孤独者581,5.0,
风儿依逸,5.0,
风儿依逸,5.0,
gpu791738152,5.0,
YMR384837245,5.0,
ZnR720695750,5.0,
GqJ953903501,5.0,
Psn866726531,5.0,
Yhj502205617,5.0,
qgX226623134,5.0,
LSe672800147,3.0,
jQy490747324,5.0,
BDa862222305,5.0,
霸波儿奔er,5.0,
DorthyC,5.0,
fhw164124317,5.0,
dQu589638170,5.0,
yey903843903,5.0,
ARJ494996872,5.0,
JlZ415141815,5.0,
oAh364361534,5.0,
我叫wph,5.0,
ccoranger,5.0,
FDX362147178,5.0,
NZZ544553147,5.0,
区域,北京,餐饮类型,香锅烤鱼,店铺id,6376791,店铺名称,麻里麻里（融科店）,经度,116.326684,纬度,39.983049
用户,星级,评论
xLp917565545,5.0,超值，我和闺蜜两个人吃还剩一些。菜品丰富，口味很棒
Mirot1c丶,5.0,两个人吃的四人餐 性价比高 味道很好 豆浆很甜 赞赞赞！
谁谁的晴朗,5.0,长去的店，实惠，两人吃刚刚好，味道也可以哟，服务阿姨也很热情，一直在他家午饭还有单人餐啦
匿名用户,5.0,还是很好吃的，比较实惠，基本上小型聚餐来这里很好。
可爱的小胖子团子,5.0,以前老去，喜欢里面配泡面和土豆。
yb223732,5.0,很不错，赞！
WdZ513035536,5.0,晚上用的餐，店内用餐人员很分散，环境不错，一点不嘈杂，上菜很快，物美价廉。
WdZ513035536,5.0,第二次来了，菜量刚好够吃。豆浆不错。
Invertib1e,5.0,去了两次了，味道很好，两个人吃正好，上菜很快。推荐酸梅汤。
Invertib1e,5.0,去了两次了，两个人吃正好
rurubeibei,5.0,好吃 实惠，吃了￼N次
MfL334601166,5.0,好吃，强烈推荐，工作的时候吃感觉很幸福
失眠penny,5.0,味道足
匿名用户,3.0,应该以后还会来，回头客了，口味一如既往的合适。
匿名用户,3.0,老顾客了，经常来，一如既往的好吃，支持。
匿名用户,3.0,很不错，回头客了，应该还会来这里。
匿名用户,3.0,很不错，经常来，还会来，很多次了。
zAx915099212,4.0,两个人两人餐，量很足，味道很不错，尤其推荐红薯条，豆浆好喝。在融科负一，环境也不错，服务也还好，中间要了两个喝水杯子，一开始只给了一个，然后又要，才又给一个，5点半过去人还不多，吃完饭出来的时候就需要等位了。
GAo187075433,5.0,非常好，经常一家四口来吃这个套餐，味好量足
xJJ841987754,4.0,两人吃这一份真的是不少了，吃的太撑了，味道还不错！
yiyi_liuyan,4.0,很好，服务员服务很好，周末人不多，环境可，菜品味道很好，麻辣下饭。
zvg307876699,2.0,"【口味】一般，
【环境】还行。
【服务】还可以。"
匿名用户,1.0,"服务态度极差 环境也不好 菜品质量一般
【服务】"
匿名用户,5.0,就在单位附近，经常去，味道不错。
匿名用户,4.0,环境好，里面很安静，服务员态度好，价格也便宜，口味还可以
Woj687445270,5.0,很不错，味道很赞！上菜也快，量足，三人吃得撑撑的，饮品根本喝不完，环境优雅，值得再去～
匿名用户,1.0,"服务超级差超级差超级差差
刚坐下服务员就把面前的桌子撤走了....这不是显然赶走客人的吗。。。"
三人行必有白学,1.0,"来了很多次但是这次真的很差。
服务太差了。
刚坐下服务员就把面前桌子撤走了。"
匿名用户,1.0,"服务超级差, 今天去刚坐下服务员就把面前的桌子拉走了....服务太差劲了吧。"
匿名用户,5.0,不错 值得推荐
三好团友,3.0,分量足，环境也不错，大家可以去感受下
CWH187955152,4.0,菜品种类多，服务周到能主动寻问顾客，环境不错
TKY195182511,3.0,要的微微辣，刚刚好，吃到最后有点辣，四人餐够量，男孩子的话可能还差点吧！
匿名用户,4.0,又油又辣 但还挺好吃的 可能北京人都这么吃东西吧
ZcC667599764,4.0,中国口味纯正，蔬菜质量非常好，满意的一次
匿名用户,4.0,味道好，有点咸
匿名用户,3.0,还不错。。。。。。。。。。。。
匿名用户,4.0,好吃不贵，赞饮料。
小锦鲤乔,5.0,麻辣香锅非常不错，不油，味道也好。
人鱼_的眼泪,5.0,推荐红薯条，海虾。
LDc921481020,3.0,味道还不错，团购券78元两人，挺好
匿名用户,4.0,要的中辣，口味不错，干净且味道足，下次试试重度。
cmY753129605,4.0,还可以，份量也够四个女生一起吃的。
人鱼_的眼泪,5.0,一如既往地喜欢这家的香锅👍
匿名用户,5.0,我离的比较近，经常来吃
超滤空间,5.0,在学校附近，经常来吃。这次三个人来吃了两个78元套餐。这个套餐的性价比高于98元套餐。每锅都会点牛肉和鸡肉，只有这两个性价比最高。锅底还是点的每次都点的黑胡椒锅底。每次都要专门交代少放盐，否则会很咸。
xfu339711530,3.0,服务还可以，味道还不错。融科店只能下午用。
超滤空间,5.0,在学校附近，经常来吃。这次三个人来吃来两个78元套餐，还是老味道。服务员也是以前那些人，没变化。每次来吃都专门标注“少盐”，否则就会很咸。每次都是吃黑胡椒锅底，我们认为这个最好吃。以后还会经常再来的。
dabaobeilove王姣,3.0,还是不错的！就在我家附近，人气很旺！
zhouxinxin12315,3.0,价格实惠，口味还不错，买的美团劵。
谦谦君子朗朗乾坤,4.0,就在家附近，每次想不好吃什么就来这里，反正是自己喜欢的口味，价格也实惠，就当吃食堂了。最喜欢鲜牛肉，不干也不老口感刚刚好，土豆条是先炸过才放进来的，所以比一般香锅里的口感更特别，整体配料不会太重，吃完也不会一直口渴。
OhE556388580,1.0,花里胡哨一堆菜，但少的可怜！！！
whx1090598558,3.0,挺好的，价格便宜，菜品一般，下次
QXO431830243,1.0,太咸太咸了！！！！！！！！真的是够了
Summer米粒,5.0,非常不错
匿名用户,5.0,服务很热情，味道很赞。我们是进店后服务员让团的，荤素自选，食材新鲜，非常好。
流风丿紫皇,4.0,土豆真的是强烈推荐，超好吃
匿名用户,3.0,还可以，我觉得味道不错～～～～
妖花儿妖果儿,5.0,"这家店很好
【环境】环境优雅，店面宽敞明亮，整洁卫生。
【口味】麻辣香锅套餐内容丰富，味道鲜美，口感脆嫩。
【服务】服务热情周到，调菜改菜落实到位。"
匿名用户,4.0,都不记得是第几次在这里吃了，美团比较划算，胃口不大的话，两人总吃不完 #红薯条# #青笋# #鱼豆腐# #美味黑胡椒#
匿名用户,3.0,不好好干活哈哈还比较那那那那那那
谁谁的晴朗,4.0,服务不错，哈哈可能是人多吧，会有疏忽但是服务员很热情，菜品味道一般不过价格比较便宜，带着宝宝去的，小姐姐还送了他饮料🥤！小家伙吃的很开心 #红薯条# #腐竹# #鸡肉片# #土豆#
匿名用户,3.0,算是经常来吧，口味还是不错的，买套餐俩人常常吃不完
匿名用户,5.0,经常过来吃，离学校很近，味道很赞👍
匿名用户,5.0,好吃，经常去，一段时间不吃就想
GbT754234289,4.0,很实惠的香锅，味道很正，就是有点少。两个人吃的3～4人餐，稍稍有点撑
GEG728317683,4.0,菜品不错、环境好、服务很热情
枣洗,1.0,服务不好，快到下班点也不说一声，刚下单没多久就催结账然后催快点吃？？还没吃完跟我们说要手走了？？
cling2006,5.0,还好
会飞的电饭锅,3.0,两个人去吃的，美团上团的78的套餐，在店里又加的菜，总体味道还行
KgJ96450818,4.0,去过很多回了！
Summer米粒,5.0,很不错，推荐
东进情天,4.0,很满意的一次体验。红薯条超赞👍牛肉稍微生了些，感觉再熟一些会更好吃。选的豉香锅底，非常地道的咸鲜口感，配上热腾腾的豆浆，连吃了两碗米饭🍚。
张浩洋219,5.0,"好像点了个双人套餐，然后俩人吃都蛮够的，分量还好，味道不错.....
廉价的娱乐 和虚无的人生意义是他们最大的追求，他们给中秋赋予团圆的意义，给情人节赋予**的意义，清明赋予怀念的意义… 然而走在路上时，路边有人在摆摊，店家还在营业，整个办公区灯火依旧…"
Summer米粒,5.0,挺好，推荐
超滤空间,4.0,在学校附近，来吃了很多次了。第一次吃这个99的套餐，三个人吃。以前都是点两个78的套餐。以前感觉这个套餐的性价比不如78的，果然是这样。菜的种类变多后每样都会变少，总量和78的套餐差不多。以后只点78的了。
预言all,4.0,吃了好多次了，觉得还是可以的
Esfuerzos744,4.0,价格便宜 味道还行 离公司不远可以常来
Summer米粒,5.0,不错
MCYlovesu,5.0,好吃
匿名用户,3.0,还行菜量还可以 饮料多 味道很不错 #热豆浆#
gPS614651312,3.0,去过好几次，但是有时候好吃有的时候不好吃👎估计是做菜的师傅不一样
gbK246676654,5.0,强烈推荐
gbK246676654,5.0,经常去吃，推荐
匿名用户,5.0,很棒，吃过很多次了，味道特别棒，两个人吃份量足够啦
仰之弥坚钻之弥高,3.0,"在融科这边楼下，这个环境也是很雅致啦，菜量可以，且口味还不错呦
就是有位服务员姐姐不知道是不开心还是怎么样了
总体感受还是可以的"
超滤空间,5.0,还不错。在学校附近，经常来。这个78元团购的性价比比较高。前天晚上来吃的，上菜很快。服务人员很热情，店内干净卫生。每次来都吃黑胡椒锅底，而且要标注少盐，否则会很咸。以后还会经常来吃，也推荐大家都来吃。
wenh12,1.0,肉大部分都不新鲜，基本都是水发的，鸡翅也一股味道，性价比太低，不值得去第二次。饮料还不能用券，就呵呵了
匿名用户,3.0,不够辣，不是特别入味，但上菜速度挺快的
Summer米粒,5.0,挺好，味道不错，量大，推荐
lhlm1994,5.0,好吃不贵，量大
lhlm1994,5.0,经常来吃，东西一直比较好，而且量也足
匿名用户,3.0,"口感还OK，价位在这里放着呢。所以材料一般。只是平时吃简餐还OK。如果请朋友还是到好点的地方吧。
【口味】口味平平
【环境】坏境与价位都OK
【服务】服务员不错
【等位】我去的时间不是午餐时间，人相对比较少，不用排队。 #鱿鱼须# #麻辣鸭头# #山药# #红薯# #豆皮# #五花肉# #腐竹# #鸡翅中# #鸡中翅#"
lhlm1994,5.0,东西很好，已经是第二次来了，，
Summer米粒,4.0,挺好的，去了很多次
wind_梦,4.0,非常好，单位附近最好吃的香锅没有之一，团购很实惠
wind_梦,4.0,很好，经常来团购香锅吃，这家的香锅量足味美，很满意！
匿名用户,3.0,买的99套餐，，，， 三个人差不多够吃
cjx677099039,4.0,服务周到，味道很赞，值得推荐。
晨晨的小树,5.0,经常来吃，香锅很好吃，有饮料，推荐
区域,北京,餐饮类型,火锅,店铺id,281911,店铺名称,阳坊大都涮羊肉（北环路店）,经度,116.2304,纬度,40.229729
用户,星级,评论
thO750442483,5.0,不赖！挺好的！环境不吵闹，每次去别的地方音乐吵的要死，这里很安静，适合吃饭。
iEV488128965,5.0,肉质细腻，价格公道。
GaG907018057,5.0,羊坊大都北环路店非常好，服务热情，美食也很不错，希望努力
gUU807402870,5.0,每次到附近必去这家店
qcC537303977,5.0,不错
小哥9908,5.0,菜不错，也不贵，环境不错，卫生很好 #苏尼特羊腿肉#
zim2000,5.0,非常好吃，老北京涮羊肉，肉看着不多，但很瓷实，俩人吃的很饱！
iEV488128965,5.0,肉质嫩滑，白菜软烂，好吃！
走走停停889,1.0,价格比较高，味道很普通！服务态度不好！
走走停停889,1.0,感觉味道不怎么样！复习态度不好…
MOn796216325,3.0,味道一般，份量不错，弄点辣子就好多了
匿名用户,2.0,味道挺好，服务一般般，其他还行
MOn796216325,3.0,味道一般，主要是价格比较划算！来三次了！
SVl305968213,5.0,一直关顾的店面，味道赞，好停车，帽子和围巾落在店里了，服务员帮保管，拾金不昧，赞赞，谢谢了
素韵789,3.0,尝一尝北方的火锅，不过四川人更喜欢四川的火锅。
匿名用户,2.0,价格非常高，不接受只能少来。味道还可以。
匿名用户,2.0,价格贵得快受不了了。人均消费大约100
匿名用户,1.0,超级不划算操他妈像他们这样的无语了
Czr493036216,3.0,"还成吧 不错 服务员特别忙感觉 
【服务】"
杨鹏飞pf,3.0,清水涮锅，味道一般吧感觉，想吃辣
匿名用户,2.0,各方面都比较一般。各方面都比较一般。各方面都比较一般。
匿名用户,3.0,还行。。。。。。。。。。。。。。
匿名用户,3.0,肉肉还不错 就是少了 人均消费多了
hanli1117,5.0,好吃，每次来这里都要吃一口
匿名用户,2.0,味道一般，服务也一般，比起其他的店差很多
李燕69,3.0,一般吧。毕竟比原价便宜那么多。
CGR719214150,4.0,非常不错，价格实惠，服务周到👍
xyE367543971,3.0,味道不错，味美价廉，环境良好，心情愉悦
Tpw999199372,3.0,味道一般吧，价位有点高，牛脊髓真没吃出来是牛脊髓，没什么特色菜
OmR935441947,3.0,除了肉吃不出区别，其他都还好，环境不错
匿名用户,4.0,味道不错，性价比高。就是蚊子有点多，其他没毛病！
匿名用户,5.0,羊肉新鲜可口，分量足，服务热情周到，
可爱的小晴儿,4.0,环境不错，碳烤火锅，味道就是好，肉也可以，挺嫩的，还有停车位，现在哪里吃饭都不好停车，感觉不错。吃饭没有照相的习惯，所以放几张别的图片吧。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
匿名用户,1.0,肥牛口感不好 肉质不是很好 而且麻酱的味道真的不行
zmS356389704,1.0,无法形容到底有多差，多难吃，差，差差，好评刷的吧
wjt658173210,2.0,价格高 环境一般。菜量小 上菜速度慢
kKr337142223,1.0,味道一般吧，就是大冬天的，竟然还有苍蝇在飞，让我对这个店印象很深啊
凤凰～之翼,3.0,夏天人少，楼上有种包场的感觉！
匿名用户,3.0,去过几次，食材都还挺好的，只不过每次去我都问烧饼是不是现烤的，不是的话就不要了，每次都说是，每次都被忽悠，一如既往的又皮又软，那好意思卖吗？😞
匿名用户,3.0,不算便宜，几个人吃饭需要好几百大块，用券好点
声嘶力竭。434,3.0,不错蛮好吃的，东西很多。四个人吃的很饱
匿名用户,2.0,还可以，只是比几年前原来差了点
sDP137379335,5.0,还可以吧，比上次来差了点！
duX210799125,1.0,第一次吃这么差的阳坊涮肉，海鲜菇根本没洗就上来了（蘑菇都是粘上的，连掰都没掰开），直接放锅里煮了不吃！！！
蜜微儿,2.0,不好吃 蘸料稀  没啥味道 涮肉最主要的就是蘸料 所以 感觉不好
yDg555109154,4.0,这样家不错羊肉较嫩，莱也新鲜。性价比高。光顾几次了印象不错
人民万岁2019,3.0,中规中矩，味道还行，同等价位里比较专业的一家
光胤666,4.0,肉超多，羊肉特别嫩超好吃，传统北京老火锅你值得尝试
匿名用户,5.0,物美价廉，服务员服务态度好，上菜特别快！下次还来
匿名用户,4.0, #招牌羔羊肉# #肥牛A上脑#
匿名用户,3.0,还可以，环境不错，停车方便，菜品也比较全。
QCS920834036,1.0,不好，服务不好，不好那都不好真的，
郭公瑾,3.0,是生日当天去吃的，送了一份长寿面。八个人坐了一个包厢，可是没开空调有点冷，点了六盘肉加一个虾滑，还有蔬菜和一份面，分量正好。点了招牌的羔羊肉，羊腿肉，牛上脑和精品肥牛。招牌羔羊肉和牛上脑很好吃。虽然点的是鸳鸯锅，但是清汤很少人涮，没什么味道，辣锅很不错。总体来说，性价比很高。 #招牌羔羊肉# #大都招牌羔羊肉# #自制鲜虾滑# #肥牛A上脑#
readable,4.0,中规中矩，还不错，常去。要再加上爆肚就更好了！小料蔬菜套餐有点贵，要是在便宜个别多了哪怕5块钱，就划算多了。
eHE124245727,3.0,肉一般般，沫子太多了。肉的质量和口感，就自己斟酌吧
