区域,北京,餐饮类型,火锅,店铺id,264019,店铺名称,东来顺饭庄（三里河店）,经度,116.346527,纬度,39.911789
用户,星级,评论
jgujtb,5.0,挺好的口味不错，，，，，''，
Raj419460441,5.0,真的很好吃，而且菜量也可以，也很实惠
鲮虾食肚,5.0,如同我自我激励失去我哦家里去took里hut就咯啦
DYr415270054,5.0,很好吃，点的微辣的，但也很辣，不过很喜欢，下次还会去
wanzt2005,2.0,味道一般，不过很实惠，一家人吃，都吃不完
myice8891,3.0,口味还可以，服务一般，菜量没有第一次去时的量大，服务一般，地理位置挺好的，停车方便，没有第一次的好吃!
依姿凌静,5.0,味道不错，环境也可以，2个人吃饱饱的
qige12345678,5.0,真心不错，服务态度也好，柜台美女狠漂亮嘻嘻，鱼味道很不错，有机会下次还去。
sUF185345326,4.0,我们选的是158元六人餐，大家都说味道好
匿名用户,4.0,味道不错哦 第三次来了 喜欢吃鱼的可以尝尝
小熊猫欣巴,3.0,菜量很大，味道也不错。还送了免费的小菜！
ohO889125413,1.0,味道一般，我们在菜里吃出一个像纸一样的东西，服务员的态度还不是特好
贾笔畅,4.0,两人份的菜量挺发的，两个人吃不完
ww……yu,5.0,味道好极了，很便宜很好吃………………
zKF449660311,3.0,味挺好的，总来吃，非常喜欢赞赞赞赞赞
匿名用户,5.0,量很大，没有因为是团购就偷工减料。老板是一家人，服务热情，味道正宗。
ma851227,5.0,挺好的，鱼很好吃，而且辣度也适中，总体来说很满意
LHJ火烛,3.0,物美价廉，物有所值，非常不错，下次还来。
areien,5.0,还不错，去过两次了，每次去的都很满意
寄予的幸福,5.0,两个人吃不完，量很大，味道也不错，下次还会去。
myice8891,3.0,鱼很好吃，凉菜有点甜，量很大，服务态度挺好的。
童童兔,4.0,服务好！上菜快！餐前送的豆腐干挺好吃的…
iaa777022735,4.0,味道不错，量大，俩人都吃不了。服务也不错。上菜很快，不用排队。
生活0924,5.0,每次想吃烤鱼都来他家，的味道很好，价格也很实惠，不过他家的炒菜就不敢恭维了！
esV256036212,3.0,还可以。。。。去好几次了！！！！！！！
wanihaopiaoliang,4.0,还是一如既往的好，自己吃啦半条
aKg115166072,4.0,真的很不错，很好吃，服务态度也很好，满意
esV256036212,3.0,还可以。。。。。去好几次了！！！！！！！
xin582386676,4.0,一如既往的好，口味符合我的喜好。
FhD602942083,3.0,特实惠，量大！四个人去的，都没吃了！
匿名用户,4.0,很好吃，一次继续。。。。。。。。。。。
jiandankuaileo,5.0,家门口的烤鱼店，味道不错，鲜鲜肥美
垨护行者,5.0,味道还是一如既往的正宗，还是强烈推荐一下，服务态度也很好
匿名用户,3.0,很不错，两个人吃妥妥的够了，有机会还会去的
qige12345678,3.0,味道不错，有机会还要过来，下次带朋友过来尝尝
aggressors425,3.0,可以不错！挺好的！服务很周到！老板很热情！四个人吃够了
匿名用户,4.0,口味很好菜量大还不用排队服务态度超好位置好找
谁还给你织毛衣,5.0,每次去密云都会吃的一家店，老板人也不错
KdK194196531,3.0,还可以吧，量大，两个人吃不完！
xdn219689824,3.0,还不错，挺好吃的，以后还来。给朋友推荐
沐子嘉,4.0,挺好的。。。不知道还有机会去不去。
嗯_嗒啦smlie,2.0,总体感觉一般，毕竟这个价格很实惠，位置比较方便，环境也是一般
fCh527708796,5.0,味道非常好，环境也不错，很安静！下次还会去的。。。。
axa803740801,5.0,味道比较合口味，小菜也还不错，唯一的缺点是酒水只有三种选择，而且没有果粒橙可选
本名最多八个字,5.0,味道完美 价格实惠 菜品量大 6个人吃100多块钱 妥妥的
QDt306496648,4.0,东西不错说是两人份我们三个人吃都能吃的饱饱的！很不错的一家饭店！老板服务很周到！而且很划算！有机会还会带着朋友来的！上次吃的石锅鱼也是很不错的哦！味道很鲜美！菜份也很足！好饱好饱啊
草莓姑娘呦,5.0,超划算的，我门是外地过去的，来到密云就要吃鱼啊，量很足，很好吃，味道正宗
zly9742,5.0,不错，挺实惠的，吃得很好，味道还不错
匿名用户,5.0,因为去的早不用排队，一小会儿就上来了。吃的酱香的，很好吃。非常喜次。
盼爱薇儿,5.0,很不错啊，三个人没吃完，很实惠
uDP414508926,5.0,味道不错，两个人吃够吃了，挺实惠的。值得一去
匿名用户,3.0,味道可以，服务周到，赞赞赞赞赞赞
areien,5.0,真心不错，分量大，下次还是会去吃
RxT252663563,4.0,味道可以 就是咸了点，服务好，用团购便宜又实惠
“心有猛虎”,5.0,挺好吃的，分量特别足，两个人吃的很饱。
匿名用户,5.0,第二次去了，性价比很高，二人吃的非常饱
匿名用户,4.0,味道不错，我觉得还可以，下次还会去
匿名用户,3.0,点的酱香味的味道特别特别棒。服务有点那个啥？服务有点慢应该是因为人太多服务员少吧！人多的时候需要排队。
ZQz647922905,4.0,俩人根本吃不完，吃的酱香的，味道也不错
pOw572367633,3.0,味道不错，经济实惠，服务态度很好
匿名用户,5.0,第二次去了，性价比很高，份量够
终爱医生,5.0,纯炭火烤鱼，足金足两，味道非常好吃。
匿名用户,5.0,感觉还可以，量很大，三个人都没吃完……
ntR394011659,5.0,去吃过几次了，感觉很不错的，菜品多还便宜，五人以下都可以去尝试一下
AfL692558405,3.0,鱼很新鲜，就是太咸了。希望下次能照顾下口味。
爱吃西瓜nice,4.0,开始觉得特别好，吃多了就还好吧。
WLI116145145,4.0,味道不错，适合小范围朋友聚会，
米米20116,5.0,味道非常的好，我们一共三个人吃的饱饱的，店里环境也不错，服务态度挺好，比较满意的一次团购，推荐大家来吃。
小美含666,5.0,很喜欢很好很好很好很好，下次会再去，好评
匿名用户,3.0,味道不错，两个人都吃不了，去的时候人不多，上菜很速度
ntR394011659,5.0,价格便宜，好吃，服务也没问题。。。。。。。。
eDY551053567,3.0,这一次感觉不如之前好了。。。。
ZIN727691989,3.0,味道不错，还可以。就是有熟人挺多的。
匿名用户,3.0,不错的地方，～～～～～～～～～～～～～～～～～～～～～！！！～～～～
小美含666,5.0,非常好，下次回去的，好评点赞，
CfI216540036,5.0,超级好吃 已经去过很多回 强烈推荐大家去！
CfI216540036,5.0,超级好吃 已经去过很多回 强烈推荐大家去！
洋芋疙瘩317,4.0,菜量很足，老板也很热情，值得一去
CfI216540036,5.0,超级好吃  强烈推荐大家去！！
xPH591685160,3.0,还可以啦～ 环境一般 鱼烤的挺好的
iLS409027099,3.0,已经是和朋友第二次去了，不错的
wla29,3.0,还算不错  位置也好找 。。。。
爱美食www,4.0,价格公道，味道也不错，量也很足，四个人都没吃完。值得推荐！
HAg912698014,5.0,价格实惠超值，两个人要最低套餐根本就吃不完
zhuqinfeng,5.0,好吃，带同事去吃，味道不错哟，他们都喜欢，三人团两人的就够吃了，我团的四人，剩了一半没吃完
tWZ215019072,2.0,还可以 量挺多的就是太咸了有点
zKF449660311,3.0,挺好吃的、总是去他家吃，服务也很好
wanihaopiaoliang,4.0,老板一看就是四川人，口味做的比较地道吧，在密云算好的了，这鱼时间越长越好吃，我算是吃鱼的行家吧
FiI554459580,3.0,鱼大，味美，服务员也漂亮，凉菜也很可口，就是饼有dick少，
kkloveww1314,3.0,量挺大的，还可以吧，去密云玩路过吃了一次
匿名用户,3.0,味道有点咸 团购还是挺便宜的 两个人也吃不完
iNf523881382,3.0,很好，量很足，离家很近，经常光顾，味道不错
lbc119,5.0,团购很便宜，勉强吃完，有机会还去
匿名用户,4.0,环境还可以，量很大，78元团餐，两个人没吃完！
匿名用户,4.0,点的乌江鱼又另外加了钱，味道不错，但是就是有点太油了
dVi338868986,3.0,鱼味道不错，很好吃，环境也可以，就是为什么鱼刺那么多！吃的我好累啊！能换个鱼吗！茶水也没上，就是有雪碧了就没要！吃一口鱼要找半天刺！吃的累！
KuO61537278,5.0,喜欢喜欢很喜欢，有种回家的感觉！
FYx58942816,5.0,就是口重了。其他都很好。可以尝尝。便宜
BnZ711347421,4.0,非常不错、非常喜欢这个味道！强力推荐啦！
Lane_琳恩,5.0,挺不错的，便宜好吃，凉菜不太喜欢
悸动烧仙草密云店,5.0,真的很好吃朋友们可以来品尝、、
Ewq494404709,2.0,味道很一般，有点咸了，下次不会去了
小小小可爱，,5.0,头一次和朋友去 还不错 非常满意 菜量相当足 我们7个人订的六人餐吃得特别饱 准备下次聚会什么的就来这里了 终于找到一个好地方吃饭了 嘿嘿！
贾丝颖,3.0,烤鱼味道不错，量很大，也很便宜，就是服务员是南方人，总是听不懂我们说什么^_^
SYG474979521,4.0,菜品不错！  经济实惠！分量足！两个人吃不完！小菜好吃！鱼微辣可口！超赞
福慧阁0328,5.0,服务态度非常好，环境也不错，地方很好找！最主要菜的口味很不错！
Sugar糖糖糖豆,3.0,菜量大，实惠，挺好挺好挺好的。
svt779580607,3.0,吃的酱香的，开始吃挺香，越吃越咸，不过分量很足
TDf956613271,5.0,一般般还可以，吃着不错。。。。
Aaaa刘395,4.0,地方不难找，就是有些小，微单还可以～
小颖de,3.0,量大，还不错，就是口味有点咸，总体不错
风的旋律，,2.0,味道真的不怎么好吃  环境也一般
匿名用户,3.0,服务挺好，环境一般，味道可以，位置好找， 总的来说挺值得，凉菜都有些咸甜，烤鱼还可以吧就是里面的肉味道不是很入味，其他还可以，团购的凉菜量不是很大，而且还有2种口味的饮料任选。买的四人餐，五人没吃完，挺值的。
DDL505436783,4.0,特别好吃的烤鱼，两个人很合算。
yUv578602434,3.0,来的时候人不多，送了两个小零食。拉皮不错哦，酸辣味的。
KfT146669393,5.0,真的很不错，5个人吃得饱饱的！
豆丁加油,4.0,特别不错，好吃，团购超级合适……以后常来
农村小媳妇,3.0,还不错  蛮好吃的！鱼的量给的很足哦！没有多少饼了，上了一碗米饭  还不错吧！就是去的比较晚了，没有多少人啊！
wanihaopiaoliang,4.0,很好我觉得在密云味道很不错了哈哈
Zos673167430,5.0,很实惠，第一次去那，服务态度挺好的
一米阳光glh,3.0,吃货好多次了，真心的不错哦。朋友们放心的去品尝吧
ycr116465774,5.0,超值啊，东西好多，价格便宜，味道也好好
吃货Faine,5.0,非常好，不知道第几次吃，自然那么好吃
匿名用户,5.0,东西很好吃，量很足！！！！！！！
KuO61537278,4.0,菜味道不错，服务非常好，以后会继续光顾的。
迟俊鹏,3.0,感觉不错，我们将草鱼换成了刺少的鱼啦很好吃
DpU222041772,5.0,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好
匿名用户,5.0,酱香味的，送的豆干特别好吃量很大两个人吃不完老板很热情服务态度也很好呢。团的票不用排队哟在沙河福泰楼北一点点
我叫刘大瞪,5.0,菜味不用说 量大不用说 到那就可以吃 非常棒
yangxuenan1,4.0,吃的麻辣香锅 分量很足 味道也不错 下次还会来
匿名用户,5.0,很好吃，物美价廉，吃了好几次了
oZu642629365,3.0,不错，鱼很鲜，味道很好，两个人足够吃。
ius732396177,4.0,味道不错！人不是太多，不用等上菜快！
NLU432158372,4.0,口味不错，价格公道，送的小菜味道很棒！
mFF918611070,4.0,感觉还可以，还行吧。挺好吃的。
kli577270373,4.0,不错，味道可以，可以品尝一下，三人一份就够了
他v哦句,3.0,量很大，口味还行，适合三四个人吃了，不错
hzy178316170,3.0,味道不错，分量也足，就是上菜速度慢了点
hzy178316170,3.0,密云的烤鱼不多，这家不错，分量也足
Zwi372447440,4.0,菜量很大 味道也不错 四个人根本吃不完 店家服务也很好 就是一层有点冷
恩总！,5.0,量超足，两人餐的量感觉三四个人都能够吃，服务态度很好，下次还回来。
zak995407537,3.0,前几天到一少数民族朋友家去吃饭，他老爹喝了点就偏要跟我拥抱下，我也不好意思拒绝，就跟他抱了。他直接亲了我脸颊一下那个胡子把我给扎的，哥们当时就愣住了。缓过神
有土生金,2.0,位置有点儿偏，环境一般，菜口味还好，量不大，服务厚彼薄此！一说是美团团购，就没有任何服务了。
Whk688838388,5.0,菜好好吃味道好吃的很饱呀！一起行动吧
匿名用户,5.0,中午去的，人不是很多，味道非常好！还会再去的！！！
fhE572577688,4.0,很不错，菜量多，味道也不错！下次还会光顾的！！
匿名用户,5.0,还不错！分量十足！上菜速度超快！欢迎光临！
Qgw636917234,3.0,很好吃很实惠两个人吃不玩非常好
FM02,5.0,物美价廉，值得拥有，以后还会再去
Hakuna。,5.0,赞 好吃 实惠 超值 人也好 超级good
IgE84170265,4.0,菜品不错，服务周到，还有送的小菜，很好吃。
Twq989606733,4.0,鱼的味道还可以，服务态度很好，
DDL505436783,4.0,挺好吃的，团购也很值，只是团购的鱼是草鱼，需另外加钱换来别的鱼。
吃货Faine,5.0,呵呵呵呵呵呵呵(^_^)呵呵呵
_qqzd51406999614,5.0,服务不错，菜量很大，吃的很嗨，#烤鱼##豆干##小菜豆腐干##宫保鸡丁#推荐！#烤鱼##小菜豆腐干##豆干##宫保鸡丁#
cvE202863307,5.0,鱼很入味，蔬菜炒的特别符合我的口味，四个凉菜，我爱吃绝根粉和鸡胗子，菜量很大，就是屋里有点冷！
小屋屋的生活,5.0,非常好吃，环境也很好，三个人吃的四人餐，没吃完，量很大，服务员也很棒
浙九味～性本善,4.0,不错。。。。。。。。。。。。。
匿名用户,3.0,味道不错，量也足。豆腐干好吃，排叉甜的不好吃改咸的
张坚0324,3.0,还可以！离得很近，不在饭点所以人很少
ZHXLPA,5.0,吃着挺好吃的，两个人没有吃完，还给同事打包了两大盒，
sRx416023027,3.0,味道不错，物有所值，比其他地方便宜。
LXQ夏末,5.0,还好吧，去张裕爱斐堡国际酒庄玩！经过的时候去吃的！
oee116647287,4.0,很好吃。宝宝喜欢吃的豆干又送了一份
Bob463325750,4.0,上菜速度快，菜量大，口味也不错。
mzy821030,5.0,餐厅环境好，服务态度也不错，菜量足，位置好停车，
CTQ383820776,3.0,菜量很大，两个人吃有点吃力。味道偏咸，环境有点凉。
fQW755929246,3.0,味道，菜量都挺不错的！还是值得推荐的
匿名用户,5.0,团的6人餐，量很大，两家人吃，吃不完！味道一如既往的好！
andamu,5.0,一直都不错，吃的很好很实惠，是活鱼。
Chj654238725,5.0,极力推荐大家去品尝，物美价廉，而且老板服务周到热情，光想着吃了没拍照！
qSX984610846,4.0,还不错，味道也好，比较赞赞哦哦
mGS291353886,5.0,挺好吃的，第一回定的团购，4个人吃的好撑
HUu692113914,4.0,看着就挺有食欲的哦(⊙o⊙)，下次有机会还会去
二胖子000,5.0,挺好，菜量足了，划算，服务周到。
cpc8426177321786,5.0,良心店家，特别好吃，真的推荐，密云最好吃的烤鱼
DpU222041772,5.0,好好好好好好好好好好好好好好好好好好想清楚自己想
zMk471150253,1.0,服务差，要了一盘炸鲜奶，居然是臭的，还说就这个味，就这个味你怎么不吃
gaoping123321,1.0,服务态度差，吃饭告诉她是团购，她居然说你说团购干嘛怕别人都团购你就别团购对不对，超级差评，量少。大家一定不要去这家
楠楠700,3.0,还可以，比较便宜，但老公吃完了说味道一般，后来就没去过了
匿名用户,5.0,味道很好。菜量大。没有腥味。。。吃的很开心。有时间会再去#烤鱼##豆干#
匿名用户,2.0,吃的一般，放里边的菜量很少，而且有的都没有
GAD822892328,5.0,去密云玩去吃的，味道不错，就是服务员少了点！
李萍1237,5.0,非常好吃的烤鱼哦，两个人都吃不了，量很大，非常值得的！
漂泊之心_2009,5.0,不错吃的很好，量也足下回还来，口感也不错
射手座魔女,4.0,朋友去吃的，不知道怎么样！还没问！
AiS514649487,3.0,离家很近，味道还可以吧，份量挺足的。
匿名用户,5.0,挺好的，老公我俩人吃不完，补30可以换没有刺的鱼
ElB695913886,3.0,停好吃的，味道也挺好的。我特爱吃 。
Fhk256216345,1.0,服务环境还可以，菜量也算大 但就是菜做的味太差了，很不好吃 第一次去也超级后悔 没以后了 请朋友去吃的 照片就没拍！
匿名用户,4.0,還可以。。。。。。。。。。。 。。。
eJh876818250,5.0,除了环境差点点，其他都很不错，洗手间需要改进啦……
EfD398042673,4.0,俩人吃的很饱 不错 稍微有点冷
垨护行者,4.0,味道还是一样，这次三个人吃了四人份，感觉还行
小美含666,5.0,好吃好吃，味道特别好，推荐大家去
小丸子LittleCute,5.0,好吃好吃 主要想吃烤鱼我都回来这里吃 送的两碟小吃很好吃
我不了893,4.0,味道还不错，送的豆干很赞，值得一试
生活0924,4.0,菜品不错，鱼好吃，炒菜味道不错，但是卖点不高，总之吃着不错
H秀色可餐,5.0,菜品好服务好点菜说的很详细味道好
吃遍天下不花钱,4.0,哎呦/忘了评论了，非要十个字吗
溪水浩瀚,5.0,感觉还行，价格公道！以后有机会还会来！！！
匿名用户,3.0,菜品量挺大的，要的微辣，可以接受。送的小菜豆腐干特别好吃，推荐一下
H秀色可餐,5.0,能有热饮就好了！因为天气冷了！
ftz177305171,4.0,不错挺好吃的量足送的小菜也好吃值得推荐
XMG411011714,3.0,味道还行就是服务不太好菜量也大
匿名用户,2.0,烤鱼一般，味道不是我喜欢的，服务还是可以的。
小阿楠ZHL,2.0,不算很好吃哦！就那样吧！没有实力的好吃！
iOP973030183,4.0,很不错，就是味道好像变了，跟以前吃的不太一样
TXj582506154,3.0,同事说很值味道也很好菜量还是可以的还送了瓶饮料好评
ffr567083271,5.0,口味不错，大麦茶也不错。服务员也很热情
andamu,5.0,量大还算实惠，以前经常去吃，他家是活鱼，这点就很好！
Wjxwjx123456,2.0,还凑合吧 总体感觉该噢旅途一下牛你去
匿名用户,4.0,老板娘服务热情，菜量大，鱼的味道不错，
曼曼咪咪,4.0,菜品丰富 口味真不错啊 量很大 值得推荐
vPx84359162,2.0,一般一般一般。。。。。。。。。。。
我叫刘大瞪,3.0,不错 吃很多次了 三人吃都吃不了
郑宇峰1226,3.0,量可以 店面一般 还送小菜 整体可以吧
TUi591634555,2.0,光线不好，送的小菜不好吃～～～～～
rKJ117886117,1.0,特ོ别ོ不ོ好ོ吃ོ，食ོ材ོ不ོ新ོ鲜ོ，下ོ次ོ不ོ会ོ去ོ了ོ
海涛YY,5.0,味道不错，鱼没有土腥味，中午去吃的，菜量嘛四个小伙子稍显紧张，但也够吃，如果三个人去吃绝对够。因为时间比较紧，光顾吃了，没拍照，但也值得推荐！
匿名用户,3.0,味道一般，油太多！服务还是挺好的！
壹針见血,4.0,晚上快六点过去的，天很亮没什么人呢。在屋里吃的，座椅很不错，又大又宽敞。上菜很快，送的饮料是冰镇的。四人吃添了配菜和米饭。配菜上桌前已经入锅加上热了，省得汤不够。可能我们饭量小没吃完打包回去的。
sanlang02,2.0,服务很好，味道一般，上菜速度，还很热情，送的小菜味道很好吃
csm911266,4.0,特别好的的，价格实惠，服务也挺好的
dOy354174748,3.0,四个人吃的，菜量足以够，不过看几个人的饭量，我们四个吃的都挺饱的
小美含666,5.0,很好，很好，很喜欢，经常去吃了，口感比较好，服务态度好，很多次去吃了
小美含666,5.0,很好，很好，很喜欢，经常去吃了，口感比较好，服务态度好！！很赞
longlong04511,5.0,离家略远，但是味道很棒，量也足
极品神吃,3.0,味道不错，店家人也很好，如果不涨价会更好哦！
爱汤人,3.0,外代打包！回来后鱼不好吃，二人没吃了
ccywwq,4.0,今天去吃的98四人餐，量还可以，我们两男两女还算够吃。鱼是草鱼，吃起来还可以，刺不是很多，味道也还行，就是味道有一点淡，饼泡在里面有点油油的，吃起来会有一点腻，送的菜量不大多，感觉没怎么吃就没有了，其他的还可以
匿名用户,2.0,还好吧不是特别满意     挺冷清的
小关关L,3.0,挺好吃的，又不贵。   偶尔可以去吃
dtv980091474,5.0,很好吃，已经是第二次去吃了，味道不错，重点是很值得的，我们三个女生吃不完
垨护行者,5.0,第好多次来这吃了，还是一如既往的好吃，推荐！！
WO是正人君子,5.0,服务还好，菜量很足，味道也比较好吃，八个人去吃的，六男两女，外加了一份宫保鸡丁，一份米饭，现金收了24，都吃得挺饱的，推荐一下！
aGV64181341,3.0,很好吃，菜量也很大，要的两人餐，三个人都没吃了，很好
匿名用户,2.0,味道感觉有一种怪怪的味道  不太好吃   鱼很小  感觉不是新鲜的活鱼
muyan018146,4.0,这是去过很多次的地方，老板娘很热情，服务也不错，还是会去的。。。。
佳琦style,5.0,真的非常满意，味道极好！而且很超值！！！下次还要去吃！
Vis628645984,5.0,真的很棒，五个人吃的很饱，量很足
伤心猪大肠啊,4.0,地方稍微有点偏，不过离车站很近。服务真的超好，很热心的推荐，不过味道真的一般，和我在大连吃的巫山烤全鱼不是一个味的  难道不是连锁的么？刚吃时有些淡服务员热心的加了咸汤。吃完还帮着打包。回家吃可能是因为咸淡进去了  又有点咸了。。就冲着这个服务都要真心推荐的 ！！下图是豆豉味的
jijiguowang,5.0,我觉得太好吃了 还送了小菜哦 棒棒的
UNa582233157,4.0,超好的一次团购，环境很好，美女服务员特热情，值得体验
DMR339550289,4.0,吃着还不错，还送精美小菜和饮料。
以风为马549,5.0,超级合算美味的，够三个人吃。而且上菜特别快
女女武晓倩,5.0,好评！赞！便宜实惠味道还好！赞！以后还会再来的（吃了一半才想起拍照）哈哈哈！
pyL781872597,3.0,很实惠！我们点的四人餐98元的，菜量还可以，吃的很开心。
Oou672881719,5.0,经常去这里来吃烤鱼  味道还不错  上菜也挺快的， 好评
XwA402530291,3.0,菜品相当不错  特别是烤鱼   配菜也给我带来很多惊喜    位置很好找   不用排队    上菜速度快  口味也可以   两个人量  我们两个大人 一孩子  吃的挺饱  服务也很OK   下次想吃烤鱼还来这家
谁还给你织毛衣,5.0,这家的烤鱼每次去吃都很满意 老板人很好 关键开到很晚
匿名用户,5.0,我觉得挺好吃的。反正两个人没吃了。量很足。老板人很好。给赞~
kVa684188000,5.0,超级满意，超级棒……太实惠了……口味也很棒……
谁还给你织毛衣,5.0,去了很多次了 烤鱼味道正宗 老板也热情
fdA804751051,3.0,烤鱼的味道不错，送的凉菜也很好，位置很好找，值得推荐的美食
Jingyu6666,3.0,还行吧，自己觉得还行。家人但不是很满意。
彼岸花0425,3.0,吃了几次 感觉不错 菜量嘛 一条鱼够两三个人吃的 加土豆味道很好
阿萨德布莱克,5.0,特别好好。。。。。。。特别好。
快乐哼哼01,4.0,四个人吃没问题，喜欢青菜的朋友们可以加点料。青笋最好吃
Oou672881719,5.0,味道好，服务好，菜量大，再次光临
H秀色可餐,5.0,菜品好服务好环境还可以主要烤鱼味道好下次还去
affbb,2.0,人不多，又单点了一个油豆皮没给我们上，就没要总得来说还可以吧
Oou672881719,5.0,菜量大，服务好味道不错，还会再来
svq901991705,5.0,味道很好，价格公道，菜量够足，以后还回去
匿名用户,4.0,环境还行，人不太多，味道不错，，，，，
svq901991705,5.0,味道很好，菜量很足服务很热情，还会再去
大象那么大,5.0,非常的多两三个人肯定吃不完的 而且非常的实惠 下次再去
小丸子LittleCute,5.0,来吃过很多次了，烤鱼料放的很足很有味道，很爱来这里吃
匿名用户,5.0,位置不难找，菜品物美价廉，两个人吃到撑都没吃完，我觉得更适合三个人一起吃，要的酱香的烤鱼，很好吃，就是鱼汁有点少，自制豆干超级好吃，饼有点少，但是有鱼就足够了，鱼味道不错，好评下次有机会还回来，超级赞
平果果0420,4.0,价格优惠，很值，期待下一次品尝
xuan我的优乐美,5.0,超级好。经常去。就是人少。味道棒棒哒。特别好吃
uZD221979069,4.0,去密云玩找到的饭点，去他家看了阅兵，整体菜量很足，就是味道有点重，比较嫌，但服务态度很好
老猪533,5.0,吃过几次 在我家门口 挺好的 两个人都吃不完
莫小谨334,2.0,只能说团购的便宜，但是味道一般，不怎么好吃，油很大，鱼没味道。
WY554419,3.0,挺实惠的，服务员态度也很好、不错
NCf374419607,3.0,挺好的，口味，值得推荐，挺不错的，我们三个人吃的
GJk457155343,5.0,味道好极了，并且实惠还不贵，店家服务也超级好....
zKF449660311,2.0,味道还行，就是上面说的那些菜都没全，木耳就两块藕片就3..4片剩下的都是白菜，别的什么都没有，那个凉菜太难吃了，就吃了一口然后都没动
花花叽里呱啦,5.0,位置很好找，车站路那站往北走100米就看到了。不用排队，有空调很凉快，上菜速度挺快的，鱼也很大，物美价廉。 味道算是不错。老板人很好，他家小孩超级可爱啊，总之总体感觉很赞！
轩子523,5.0,很好吃很好吃很好吃，环境也不错
小丸子LittleCute,5.0,不错 去吃过很多次了 送的两碟小菜很好吃
CXX6564,5.0,上菜速度挺快的 味道还不错 量也很足 剩了好多没吃完
匿名用户,5.0,特别好，四个人都没吃了，推荐！
爨篡566,1.0,味道不好，苦的，以后不会在吃了
尧bao,4.0,真心不错，已经买了很多次了，下次还会继续的
_qqz5c1362137213,5.0,可以吧，油有一些大，吃饱没问题，
Inz385220617,4.0,还可以，价钱也不贵，吴江鱼好吃
巨蟹兔,5.0,很超值，也很好吃，下次还会来的
匿名用户,4.0,没等位，挺快的，两个人吃不了，味道挺不错的~
H秀色可餐,5.0,味道不错环境好，服务好，期待下次光临
XwA402530291,3.0,菜品好   不用排队   上菜速度快  口味相当不错
HGg671180676,4.0,去过两次，第一次很辣，第二次正合适
垨护行者,5.0,很满意，还是那个味道，就是上菜速度慢点，因为我们是去的比较晚，比较爆满，所以要等。客流量就是最好的证明
小美含666,5.0,味道不错，以后会经常去，量也特别大，赞赞赞
张凯轩123,3.0,好好。不错，下回继续吃，烤鱼味道很正宗！
rhb378548348,4.0,这几次去吃味道都不错～酱香的第一次吃～有点海天黄豆酱的味道！就是雨稍微有些胡～单里面有点儿嫩～总体来说不错，大麦茶要了几次都没给拿过来～两个人吃够了～配菜给的量有点儿少希望改进些～最后下次应该还会去的！
pyH960912228,3.0,老板人很热情…位置也很好找……提两点建议吧…口味有点咸…另外空调不太冷…整个环境有点热…
Ybc557094320,4.0,菜量很大，双人餐吃不完，不用排队，上菜速度很快，服务很好
dongmax,5.0,很实惠的餐馆。晚上住张裕爱斐堡，晚上出来觅食发现的
Tmf603668057,4.0,已经去过好多次了，味道还算过得去，主要是4人套餐真的很实惠
匿名用户,4.0,很实惠！我们点的4人餐，两男两女，吃的很撑、还剩了很多菜～很满意～吃的很开心
Whk688838388,5.0,去过好多次了，鱼很新鲜。菜要是多点就更好了
unu890559776,5.0,回回都来这家吃烤鱼，味道正宗，服务态度好好哦，菜量还大。
魏莱滴麻麻,4.0,挺好的，上菜速度也快，味道也不错
sev577263851,2.0,只能说挺便宜的，鱼吃起来有土星味道，味道一般般
匿名用户,5.0,价格实惠，四个人吃都够了。最好加钱买吴江雨吃
梓杉么么嗒,4.0,去了很多次，味道一直很好，态度也很好！
myyaner_2010,4.0,味道不错，服务不错，速度不慢，好
WrZgj,3.0,味道还可以，就是环境太差了。鱼入味之后才好吃
Zju371645710,5.0,本人还是比较喜欢吃的、店家赠送小菜、味道很赞
Gnaiqux8,5.0,一般吧，太腥了，不是很好吃！不是很正宗
匿名用户,5.0,还是很不错的，值得推荐，下次还会继续光顾！！！！
tru1221386,4.0,挺好的味不赖人不是很多量也挺大的
LHG7823,5.0,位置好找，东西实惠味道可以就是环境稍差。
iOP973030183,5.0,特别好，来过很多次了，跟以前一样
Jiajia8817,4.0,很赞啦，两个人根本吃不完、送的小菜很好吃
_qq86f1355579219,3.0,量大好吃。下回还去。居士环境一般
阿狸要长大啦,3.0,量非常大，两个人套餐根本吃不完，酱香的油太大了，饼感觉不是新烙的。用的来说一般吧。这个价位已经不错了。
nAL876496401,2.0,一般，锅底的几样青菜没几块，不值158，味道也很一般
zFa83936683,3.0,口味比较重！吃了两次了，团购还是比较划算的
云辉玉宇f,4.0,超值啊，以前随便吃吃烤鱼也要200左右，这个团的太值了，就是没有鱼的选择，要是多些品种选择会更好
LRc368540677,5.0,鱼值得再来吃，味不错，炭锅挺好，环境还可以
chenyan110,3.0,鱼有点烤糊了，吃着有一点苦苦的味道，两个人吃有点吃撑了！！！
gjV942287421,3.0,基本上可以，味道微辣是自己还是能适应的
eeJ548231706,5.0,来过几次了，这家烤鱼真的炭烤过再上桌用锅烤的，味道着实不错，菜品样式多，很实惠，介意环境的需慎重，其它的很赞哦
Qqc373286571,3.0,还不错吧，总体还是不错的，也实惠有小菜对得起价格也赠送饮料
