店铺名称,店铺id
福缘居酒楼,l8uNm5kgLP4n6eLq
userName,userID,startShop,describeShop,loveFood,pinglunTime,pinglun
moonaqua28,http://www.dianping.com/member/372963,45,口味：5.0 环境：4.0 服务：4.5 性价比：4.5,喜欢的菜： 脆皮大肠 油淋鸡,2020-03-19 23:29,为脆皮大肠和油淋鸡而来！为脆皮大肠和油淋鸡而来！为脆皮大肠和油淋鸡而来！真的好吃，90年代大食堂既视感，服务也是，一张大桌拼了三帮人。但架不住好吃啊，我一个不爱吃大肠和鸡的人，都能吃的意犹未尽，爱了爱了	
seankee,http://www.dianping.com/member/9303017,35,口味：3.5 环境：2.5 服务：2.5 性价比：3.5,,2020-03-19 18:56,杭州本地朋友带去的，五点钟就赶紧去占位置，适逢杭州修路，要走一段坑坑洼洼的路过去，一进门门满坑满谷都是人，好不容易跟人拼桌找到个位置，飞速下单点菜完毕。上来闭嘴惊艳（不是。脆炸大肠非常好吃，葱油蛏子则一般，醉虾好吃但两个人实在吃不完了，炸馄饨一般性，发糕太太太好吃了！物美价廉赞美	
挺表妹,http://www.dianping.com/member/80450994,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0 人均：80元,喜欢的菜： 脆皮大肠 油淋鸡 醉虾,2020-03-19 14:54,   这家店真的收藏了超久，我真的很喜欢这种地道老店，环境一般，服务一般，味道好就可以，附近不好停车，建议停好车步行前往，店铺位置还算好找，装修蛮普通的，人很多，需要排队，等位时可以先把菜看起来，点了几个招牌菜，味道都还不赖。 脆皮大肠/65元：大肠处理的很干净，没有异味，大肠外脆里糯，有嚼劲，很香口，吃起来完全不会腻，蘸酱或单吃，味道都很不错~ 油淋鸡/49元：量很大一份，葱油鸡的口感，鸡皮香脆，鸡肉鲜嫩(部分位置有点柴)，特调酱汁和葱花来提味，就连酱汁拌饭也好吃~ 醉虾3两/66元：全场最爱，是生**，鲜活的河虾，端上来时还在盘里乱跳，甜辣的口感，脆嫩的虾肉，一人一盆都不过瘾啦~   八宝油条/22元：第一口吃，油条炸的很酥脆，非常香，但是多吃会有点腻，还有要趁热吃噢~   马蹄芦笋/30元：每餐必须搭配绿色蔬菜，马蹄搭配芦笋，总体很爽口。 吃的几个菜，品质和味道都还不错，价格也都很实惠，喜欢杭帮菜的朋友们一定要去试试，不会让你失望哒~ 🏨：福缘居酒楼💰：80元/人📍：杭州河坊街35号	
紫沁q,http://www.dianping.com/member/19391396,45,口味：4.5 环境：3.5 服务：4.5 性价比：5.0,,2020-03-18 21:27,口味还好的，环境也不错，服务挺好的	
dpuser_5523720102,http://www.dianping.com/member/1756268352,40,口味：4.0 环境：3.0 服务：2.0 性价比：3.0,,2020-03-18 17:13,这酒楼有意思，店外环境乱糟糟，在一条小巷子里。看门脸还以为找错了地。去年吃的了，评论说还要排队，我们十点五十就到了，就一两个服务员在。菜嘛「脆皮大肠」味道没传的那么妙，「蛋黄南瓜」还挺好，香香油油的，还要个鱼头，味道也一般，只能说他家菜还凑合吧。有个服务员端着菜wyyqk身就走，都不知道回头看下吗？？？菜里油撞到我衣服上，居然翻着眼，一句对不起没有，不知她是个啥玩意	
可樂研究中心,http://www.dianping.com/member/1683933583,50,口味：5.0 环境：3.5 服务：3.5 性价比：4.5,,2020-03-18 16:47,很好吃，找了很远，等位等很久，店铺不大生意很火爆（大概是因为真的好吃。	
可可,http://www.dianping.com/member/763816545,40,口味：5.0 环境：3.0 服务：3.0 性价比：4.0 人均：90元,喜欢的菜： 油淋鸡 醉虾,2020-03-18 16:10,1月份去杭州烧香的时候打卡了这家店真的是个宝藏店啊！东西真的好吃！油淋鸡肉质特别的嫩，葱油的香味，酱油的咸味，都刚刚好。醉虾也是我的心头爱，在上海很难吃到了，新鲜的河虾配上腐乳汁，时间越久越好吃。虽说环境差了点，服务也不是那么周到，但是物美价廉，比那些网红点好太多啦，下次去杭州，一定再来吃！	
看起来很好吃,http://www.dianping.com/member/138773861,45,口味：4.5 环境：4.5 服务：4.0 性价比：4.5 人均：100元,喜欢的菜： 油淋鸡 醉虾 卤鸭,2020-03-17 09:51,[薄荷]环境：说实话，店面外表真是平平无奇，年前去吃的，人超多，幸好小伙伴来的早，占了个包厢。这个是小伙伴同事推荐的，老杭州味儿。「脆皮大肠」点评推荐，大家必点，由于我不会吃大肠，所以没有品尝，但小伙伴说一点都没有大肠的那股味儿，超好吃～「醉虾」温州人也爱的醉虾，些许一点呛，但呛辣才是醉虾的本质，推荐。「干炸臭豆腐」绝！「卤鸭」超棒！……[服务铃]服务：由于店里人实在太多了，工作人员都忙不过来，叫了好多次才来。大家别被这家店朴实的外表欺骗咯，味道相当不错。	
小苹果_820016,http://www.dianping.com/member/49868939,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 油淋鸡 酱爆茄子 钱江肉丝,2020-03-16 21:59,钱江肉丝还是不错的脆皮大肠其实一般没有德明的好吃其他均正常没有出挑的但是也吃的下去	
youth2,http://www.dianping.com/member/124057151,40,口味：4.5 环境：3.5 服务：2.5 性价比：3.5,喜欢的菜： 油淋鸡,2020-03-16 18:33,超好吃的福源居打卡一定要早点去！！！！我十一点去的等了几个小时我都忘了，幸运的是还能取到号，后面来的朋友直接没号吃不到了。[薄荷]环境：在地铁站下来之后还要走挺久才能到，旁边在造地铁，有一点点难找。堂食的位置不多，挺挤的，很吵。[服务铃]服务：如果说菜品五颗星环境三颗星的话，服务一颗或者半颗。「脆皮大肠」排第一，因为我没吃到呜呜..点单的时候刚好最后一份脆皮大肠卖完了。隔壁桌的大肠让我好馋。「油淋鸡」太好吃了！！能吃到幸福感的味道！！必点！「干炸响铃」我觉得一般般哈，不是我的菜综上，我还会再来的。	
爱吃也爱实话实说,http://www.dianping.com/member/57020825,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 油淋鸡 嫩菱芦笋 糖醋里脊 家常豆腐,2020-03-16 15:43,太难得了，可以坐在包厢里吃饭。真的平时来好难都要排上一两个小时的队伍，今天来居然能做到包厢，开心。口味非常不错，真的很好吃，就是量不太大。环境算是比较干净的，卫生OK！服务热情，照顾的比较周到，有帮我们解决我们的需求。性价比来说还不错，想吃的朋友需要多点几个菜。	
ra宝就是熊喵酱,http://www.dianping.com/member/4774866,45,口味：4.0 环境：3.0 服务：3.5 性价比：4.0,,2020-03-16   更新于2020-05-16 22:36,周末不出来走走真是对不起这么好的天气呀到店以后量体温登记信息就可以堂食啦「油淋鸡」十分想念！记不清多久没吃了，还是熟悉的味道！鸡皮脆鸡肉嫩酱汁鲜香，特别下饭「德国咸蹄髈」啊啊啊啊，我不会告诉你我最爱福缘居的烤咸蹄的！是我进店必点菜呀！刚上桌的时候那个皮脆的呀！只适合堂食！打包会失去灵魂！店里的人络绎不绝都是蠢蠢欲动想摘下口罩回到正常生活的人呀	
live皓,http://www.dianping.com/member/78647390,45,口味：3.5 环境：3.5 服务：3.5 性价比：4.0,,2020-03-15 22:38,营业啦....可以堂食哦、感觉很棒哦～老板给了包厢、客客气气的～哈哈哈哈哈！菜品很好吃！	
Bonjour_5944,http://www.dianping.com/member/683498996,45,口味：5.0 环境：4.0 服务：4.0 性价比：4.5,,2020-03-15 20:23,好吃！环境一般，但是好吃😋！！！	
点点酱不爱下雨,http://www.dianping.com/member/9083600,40,口味：4.0 环境：4.0 服务：5.0 性价比：4.5,喜欢的菜： 油淋鸡 脆皮大肠,2020-03-15 14:00,年后第一次堂食，来了躺在收藏夹已久的福缘居～是很朴素的小馆子，没有我想象的宽敞明亮哈哈哈，菜好吃就足够啦！点了招牌的脆皮大肠，真的外脆里嫩，有点像猪蹄膀的肥肉口感，没什么大肠味，看起来不多吃吃还剩下了，会越吃越咸油淋鸡最满意，葱油很香，咸淡适中，鸡肉皮都是香酥的口感！蛋黄南瓜，分量挺足，但感觉今天蛋黄味道不太对；葱油蛏子，朋友喜欢吃，蛏子处理的干净也还挺肥的；马蹄芦笋，这个不太🉑️，一开始点的嫩菱没有了换成了马蹄，马蹄感觉不太新鲜有一点酸了。萝卜排骨汤还可以，放的都是子排，喝了两碗！总体还是可以来尝尝的，打包外带也是不错的选择～	
丸子陛下,http://www.dianping.com/member/15822416,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：120元,喜欢的菜： 油淋鸡 脆皮大肠,2020-03-14 22:54,杭州的春天太短，疫情期间的好天气，不舍得错过。去西湖景区晃荡了一圈，飞无人机，还去了最爱的北山路，老开心了。[薄荷]环境：附近在修地铁，停车不是特别方便，附近路面停车位紧张，好lucky，正好碰上个空位「脆皮大肠」每次来都要点，外脆里嫩，疫情期间基本都在自己下厨做黑暗料理。好久没吃到好吃的杭帮菜了，开心的「油淋鸡」外皮少了一丢丢脆脆的感觉，鸡胸略柴，就没那么惊艳了「臭豆腐炒毛豆」小伙伴说臭豆腐老地道了，隔壁的大叔，看到我们吃，也马上给自己追加了这个菜，我真是一个平凡的点菜小天才「油焖春笋」春天是吃笋的好季节，更加不能错过油焖笋，鲜么鲜的来，嫩么嫩的来，一定要试试	
【已注销用户】,http://www.dianping.com/member/6431578,45,口味：4.5 环境：3.5 服务：3.5 性价比：4.0 人均：100元,,2020-03-14 20:09,很好的小馆子！这个肥肠很好吃的。	
芋圆大耗子,http://www.dianping.com/member/2054712267,50,口味：4.5 环境：4.5 服务：5.0 性价比：3.5,喜欢的菜： 油淋鸡 脆皮大肠,2020-03-14 18:44,脆皮大肠，油淋鸡好吃，下次和朋友一起来！！！	
阿镜,http://www.dianping.com/member/922802475,45,口味：4.5 环境：3.0 服务：3.5 性价比：3.5,,2020-03-13 18:59,之前一直在必吃的草单里但是奈何太火爆每次来都要排很久的队一直没吃上听说开放堂食了就来打卡了特殊时期堂食的人很少进店也是要登记信息测体温「脆皮大肠」这是目前在杭州吃过最好吃的大肠了！不点会后悔系列！脆脆的超级好吃！「油淋鸡」份量挺足的鸡肉很嫩不油腻「蛋黄南瓜」酥酥软软的不腥「糖醋里脊」没有很厚重的面粉也不会很硬「三鲜汤」很清口价格好像比以前上涨了一点不过可以理解啦推荐推荐	
ZYAOP_2467,http://www.dianping.com/member/1194575773,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-03-13 16:04,河坊街上面都是著名的杭州老底子，游客超多。「油淋鸡」是这家店的招牌菜，白斩鸡煮熟在淋上油，再加上香葱，很入味，价格也不贵。「蛋黄南瓜」南瓜拖上面粉和鸡蛋油炸至金黄，一般杭帮菜都会点「嫩菱芦笋」芦笋都是嫩的，没有老的根。	
周七七kiki,http://www.dianping.com/member/73177892,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-03-13 11:19,其實是我朋友發現的這個店，然後在疫情緩解的情況下拉著我到杭州來吃了，雖然我看了大眾點評上的評價，也是很感興趣啊！脆皮大腸真的好吃哎，也不會太油膩；油淋雞很好吃的，皮是炸過的，這個一定要點啊；其他的菜也都很好吃，就不一一點評了，屬於會推薦給身邊朋友，並且自己還會再去店。	
喵喵,http://www.dianping.com/member/1347616612,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-03-13 11:15,地方还比较好找，吃了特色菜还不错	
道风,http://www.dianping.com/member/1381788021,50,口味：5.0 环境：4.5 服务：5.0 性价比：5.0,,2020-03-12 10:04,同学聚餐放在这的，人可***多了啊。。。等了有快一小时才轮到我们吧，不过是的我们用了两张桌子拼。店里有包厢，不过实在太难等了，环境一般，毕竟老店了嘛，口味大家都说挺好吃的，不过醉虾，可能是期望太高，或者我不喜欢这种甜口的，略微有些失望。	
罗汉宝贝,http://www.dianping.com/member/6887357,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,,2020-03-11 19:34,一直种草的店，只是我在城西之西。特殊时期人比较少，去打探了一番。总体感觉还可以，还会再来的店。老板很实在，我们要打包醉虾，他说虾带回去不好吃了，给我们调料带回去，自己去买虾做。点了脆皮大肠，马来头，爆双花，干炸臭豆腐，春笋步鱼，片儿川堂食。打包了醉虾，雪菜蘑菇肉片。步鱼是头牌，脆皮大肠还是某明的好吃。下回人多点来吃油淋🐔，虾油肚…！	
沸羊羊,http://www.dianping.com/member/1013848763,25,口味：4.0 环境：2.5 服务：1.5 性价比：3.5,喜欢的菜： 油淋鸡,2020-03-10 23:19,当初被阿老师安利的不多的餐厅之一。尤其是油淋鸡激起了我的食欲！🏡：杭州市上城区(杭州)河坊街35号(驾驶员培训中心旁)大概这就是老字号加必吃榜带来的骄傲吧，环境跟个大排档差不多。服务也不友善，说中奖来的，前台老头还提高了个嗓门说看看有没有信息再给我们下单（你🐴没了）🥢脆皮大肠：有一说一，我觉得挺好吃的，虽然没想象中那么脆但是味道挺不错🥢油淋鸡：油是真的油，但是鸡肉也很香，非常入味，给一碗面我一人吃一盘应该可以想给差评的原因还有一个，中途还忘记下单了被浪费了半个小时，那么服务不行，评价也当然不行	
豆子哥哥,http://www.dianping.com/member/50981735,45,口味：4.5 环境：3.5 服务：3.5 性价比：4.5 人均：75元,,2020-03-10   更新于2020-03-11 10:44,之前一个朋友推荐的，住得其实很近，但是一直没空来吃。最近这段时间也许比较特殊，人不是很多。不过味道不错。两个人点了四个菜、上菜速度非常之快。感觉没到10分钟菜就上齐了。米饭是冷饭，菜偏油。味道倒是好的。	
TY.666,http://www.dianping.com/member/21128617,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0 人均：80元,喜欢的菜： 脆皮大肠 油淋鸡 干炸臭豆腐 卤鸭,2020-03-10 21:01,[薄荷]环境：疫情过后的餐厅环境都很清净，比较喜欢这个节奏「脆皮大肠」「油淋鸡」当之无愧的招牌菜，分量大的过分，很入味，鸡很嫩，下次能鸡上面放一些香菜就更完美了，相当不错。「家常豆腐」外脆里嫩，很烫，入口即化值得推荐，价格亲民，适🈴️家庭聚餐	
小东坡_9075,http://www.dianping.com/member/859199735,50,口味：5.0 环境：4.5 服务：5.0 性价比：4.5,,2020-03-10 17:36,作为必吃榜之一的菜馆，更作为离家不到百步的杭帮菜饭店，怎么能不来打卡呢之前就被各种安利德明饭店和福缘居的大肠不可不吃，圣诞节的时候果断就来了。「脆皮大肠」真的名不虚传，大肠脆而香，沾上酱料非常的美味「油淋鸡」这个不得不说真的好吃，因为肚子饿先尝了一块，然后就停不下来了「葱花肉」这个也还行吧，但没有油淋鸡和大肠那么惊艳了「酱爆茄子」很纯正的杭州酱爆茄子，味道还不错被各种安利之后发现真的还是值得一吃的	
你要这么想我也没办法,http://www.dianping.com/member/816062900,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,喜欢的菜： 脆皮大肠 油淋鸡,2020-03-10 09:29,福源居总算开门了！快🐛呀！这家店是隔一段时间就会来吃一顿的店[薄荷]环境：在驾考中心隔壁大堂桌子摆的较密[服务铃]服务：老店服务真的挺一般开门第一天人不多所以服务还算比较及时这次拔草了一些新菜「爆炒腰花」下饭就完了！分离也还不错「糖醋里脊」居然真的只要十块钱…分量足味道还挺好的这就很神奇了「杭三鲜」味道比较一般里面料倒是很足就是杭三鲜里的鱼圆和河虾之类的「尖椒皮蛋」好辣！但是很好吃居然还有摆盘哈哈哈「脆皮大肠」「油淋鸡」这两个菜不用说了必点！但是来这吃了这么多次真的是一路见证脆皮大肠的涨价呀	
方方去吃饭,http://www.dianping.com/member/774372932,45,口味：5.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 脆皮大肠 油淋鸡,2020-03-09 22:51,🔔杭州的第一站（终于想起来写点评了！福缘居真的是久仰大名从来从来没吃过肥肠的我决定把第一次送给脆皮大肠啦！很想吐槽的是虽然它叫酒楼但环境真的很一般【脆皮大肠】真的一点都不腥！偏甜口外皮脆脆的沾汁吃很解腻！作为一个北京人从来不吃卤煮但是这个真的可以接受两个人就可以干掉一大盘【油淋鸡】鲜嫩的鸡肉烹制的刚刚好淋上热油真的太香了啊！！！分分钟光盘杭州的第一顿还是很满意的！但是不知道是不是来的时间不对点了两个别的菜都没有了为了这两道来一波也值了	
贪吃的屁桃桃,http://www.dianping.com/member/1579627850,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,喜欢的菜： 脆皮大肠 嫩菱芦笋 油淋鸡 糖醋里脊,2020-03-09 18:19,这是在杭州吃的最好吃的一家！我个人的味域接受度是比较广的，但是杭州的酸口真的会让人接受度不那么高，但是这家的菜品就很棒「油淋鸡」的味道葱香味十足，鸡应该是事先油炸过有漂亮的虎皮纹路并且保留了脆脆的口感，鸡肉鲜嫩多汁，强推！「脆皮大肠」这个大肠处理得非常干净，没有任何异味，并且口感是脆脆的，吃起来咯吱咯吱的，卤的也很进味，不介意内脏的人也推荐「嫩菱芦笋」这个炒的非常清爽可口，也值得推荐「糖醋里脊」糖醋里脊是一种别样的感觉，首先分量很多，然后它的糖醋味是我之前没有吃过的糖醋味，糖醋味隐隐约约酱汁又恰当好处的包裹住了肉，也值得推荐！[环境]这家店比较如果去晚了基本都是要排队的，我当时是还没营业就在旁边的甜品店等着了，等我刚点完菜，就已经在排队了，所以，不想等太久，可以早点去，包厢和卡座都是有的，上菜速度也很快。	
匿名用户,匿名用户,50,口味：5.0 环境：5.0 服务：5.0 性价比：5.0,,2020-03-09 00:25,脆皮大肠很多人推荐，给你们点赞，个人比较喜欢吃虾。	
kwong0521,http://www.dianping.com/member/46141917,50,口味：5.0 环境：2.5 服务：2.5 性价比：5.0 人均：80元,喜欢的菜： 醉虾 脆皮大肠 葱油蛏子 爆炒腰花,2020-03-08 18:45,杭州必打卡的杭帮菜除了价格实惠味道实在太好#西湖醋鱼#去杭州必点的菜式鱼肉鲜嫩配上酸甜可口的醋辟醒还带鲜甜#醉虾#活蹦乱跳的河虾真的很新鲜吃起来有点残忍但实在太好吃了很喜欢他们店特调的腌料#脆皮大肠#每一桌必点菜式外脆里嫩本来我是不吃太肠的但吃了一块我停不了口还有酱汁蘸#葱油蛏子#分量很多葱油爆香推荐#炒腰花#杭帮菜特色腰花没有异味爽口#油条八宝#油条炒丁这款还行油条还是脆脆的但上火这家店说着的任选不踩雷3个人看到材料忍不住狂点价格很实惠性价比高但环境就很一般了很密集要搭桌子幸好早到不然绝对排队服务呢…可以说比较差自己写的单服务员很拽叫很多次不理人还看到老板和客人吵架还吵得很厉害那种～味道是真的很好的下次去杭州还是想再去一次	
小朕1813,http://www.dianping.com/member/27704346,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,喜欢的菜： 脆皮大肠 油淋鸡,2020-03-08 17:45,大肠跟鸡是一绝。经常去，成了家里的食堂。	
请叫我小穷逼,http://www.dianping.com/member/41593877,45,口味：4.5 环境：3.5 服务：4.0 性价比：5.0,喜欢的菜： 脆皮大肠 油淋鸡 醉虾,2020-03-07 16:16,在河坊街车驾校对面，老牌店，年前去人很多，挤满了人「油淋鸡」还比较香「醉虾」难得可以吃到「葱油蛏子」这个做法很杭州，是家里的味道「西湖醋鱼」带外地朋友吃，点了这个让他们尝试，还好，比楼外楼好吃一点哈哈	
KevinKohL,http://www.dianping.com/member/140150475,35,口味：3.5 环境：3.5 服务：3.5 性价比：3.5 人均：80元,喜欢的菜： 油淋鸡 脆皮大肠,2020-03-07 14:41,emmm到了才发现门口修地铁不能停车了，饶了很久才找到个车位。走过来发现人是真的多，而且人齐了才能入桌，幸亏有拼桌，那种大圆桌就需要你眼疾手快可以少等很久。「脆皮大肠」作为招牌，大肠处理的很干净，外皮有点脆，空口吃有一股碳烤的香味。「油淋鸡」鸡皮有点像是炸过的有点脆，其他就是白斩鸡加上一点酱油「蛋黄南瓜」切片的南瓜外面沾了蛋黄酱油炸的，入口先是蛋黄酱的咸香然后就是南瓜的甜。「家常豆腐」豆腐的话有点微辣，里面感觉不入味，感觉和豆腐花一样的味道。总体来说味道还是可以的，生意是真的很好，人都络绎不绝。趁着人不多的时候去吃吃还是可以的	
L.,http://www.dianping.com/member/156287542,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-03-06 23:16,去过两次，都是非节假日不到饭点就过来，都没等位。脆皮大肠是真的优秀，是吃过最好吃的。疫情期间，也只能对着相册流流口水了。	
阳光照进猪圈里,http://www.dianping.com/member/45576199,45,口味：4.5 环境：4.0 服务：4.0 性价比：5.0 人均：98元,喜欢的菜： 油淋鸡 脆皮大肠,2020-03-06 21:34,从微信公众号推荐tpo前10的杭帮菜人气爆棚闺蜜从上海过来特别喜欢吃杭州片儿川推介她去这家还没营业便是人在排队不亏是人气餐厅。墙上贴着要求1:人齐2:菜点好满足以上条件才能安排位置进去用餐手写拿号显着有点杂乱无序油淋鸡：肉很入味脆皮大肠：招牌菜外脆内有嚼劲油而不腻腌菜荷包蛋：腌菜很下饭尖椒牛柳：牛柳很嫩滑	
好好吃饭,http://www.dianping.com/member/1476601476,50,口味：5.0 环境：5.0 服务：4.5 性价比：4.5,,2020-03-06 17:11,地址：河坊街35号(驾驶员培训中心旁)推荐理由：藏在河坊街里的杭帮菜，十年老店味道却一直在线。老馆子环境比较老旧，味道确实值得一试。推荐菜品：脆皮大肠★★★★☆算是他们家最好吃的一道菜了吧，脆皮肥肠，第一口确实不错多吃会腻两个人没吃完，价格还巨贵，但是还是必点这道菜吧。	
陈吧啦啦啦啦,http://www.dianping.com/member/45908788,45,口味：5.0 环境：4.5 服务：4.5 性价比：5.0,,2020-03-06 14:32,元旦那天特意去找了这家藏在巷子里的店一直听杭州的朋友说很地道很好吃位置挺偏僻的旁边在修地铁更加难找去的比较晚已经没有位置了全场爆满差点连号都取不上最后拼桌解决的我们四个人基本把热门的菜全点了一遍菜的量都很足没有花里胡哨的摆盘就是家常菜的感觉环境也是像在家里强推脆皮大肠油淋鸡和干炸带鱼不会很油腻口感正好唯一缺点就是服务员可能太忙了服务态度比较急躁桌子也没有及时清理下次挑个不忙的时候再去	
留白lucian,http://www.dianping.com/member/42749728,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5,,2020-03-05 22:00,这家挺有名的，老板还上过电视，表演做老式杭帮菜。结果就是这家店很火，老板很牛，人不齐不让坐，坐下就要点菜。但是牛有牛的资本啊，上菜很快，菜品质量很高，带着锅气，一品，色香味俱全。点的几个菜都很喜欢，尤其是双脆和大肠，大肠好多店都有，这个双脆真的见功底。	
荆棘雨2013,http://www.dianping.com/member/35666801,35,口味：3.5 环境：3.5 服务：4.5 性价比：3.5,喜欢的菜： 干炸臭豆腐 脆皮大肠,2020-03-05 15:41,价格是真的很实惠因为在修路真的很难找，5点不到就有很多人等位了。那天是我们部门聚餐，之前定了包厢。因为时间有隔了好几个月具体菜味道已经记得不是很清楚了。但没有出彩的地方。印象中的所有菜比我心目中想象的要失望的，就真的很一般脆皮大肠可以的。肉骨蟹还行。应该不太会再来。	
叮铃铃,http://www.dianping.com/member/2033495963,45,口味：4.5 环境：4.0 服务：4.5 性价比：5.0 人均：50元,喜欢的菜： 脆皮大肠,2020-03-04 11:45,是老杭州常吃的，店内饭点桌桌爆满，地理位置也还蛮好找的因为只有两个人，拼桌倒也蛮有趣的，菜也没点多藕很是好吃，没有甜腻得过分墙裂推荐大肠，沾汁超好吃，应该是炸过，有点脆又不是大肠的嫩西湖牛肉羹倒是一般般这个饭店的性价比很高，蛮是推荐的	
大熊BiBi,http://www.dianping.com/member/20679491,45,口味：5.0 环境：4.0 服务：4.0 性价比：4.5,喜欢的菜： 脆皮大肠 油淋鸡 嫩菱芦笋,2020-03-03 19:59,被安利来的必吃杭帮菜，生意超好，晚上去的很早还是排队。就想吃下他家的油淋鸡和脆皮大肠，两个都超级好吃，其他点的菜也都很好吃。油淋鸡♡鸡皮是脆脆的，鸡肉比较厚实但不老也不柴，葱花被热油滋过超级香，太好吃了。脆皮大肠♡我一个不吃大肠的人居然觉得这个还蛮好吃的，大肠处理的很干净，外面焦脆，应该是炸过再卤的，配上蘸酱绝了。嫩菱芦笋♡嫩菱换成了马蹄，我更爱吃马蹄，有点甜甜的，这道菜超级爽口。推荐上面三道招牌菜真的很好吃。	
宝小满,http://www.dianping.com/member/3887244,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.0,,2020-03-03 00:34,老店，金碑银碑不如吃客的口碑！值得一吃！	
II,http://www.dianping.com/member/1367907190,50,口味：4.5 环境：5.0 服务：4.5 性价比：5.0,喜欢的菜： 脆皮大肠,2020-03-02 09:36,AveryoldChineserestaurantCrispylargeintestineisverydeliciousverygoodThequalityofthedishesisverygoodIttastesgood.It'sdelicious	
piaxinxin,http://www.dianping.com/member/185856862,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：70元,喜欢的菜： 上汤菠菜 脆皮大肠 油淋鸡 糖醋里脊,2020-03-01 22:36,吃过一次就难以忘记的味道，好喜欢杭帮菜。油淋鸡、脆皮大肠、糖醋里脊…特色招牌的都点了，难得去吃一次当然要把所有好吃的都点一遍，只可惜还有很多没点完。连普通的菠菜汤都可以烧的很鲜美，我们全部空盘。我们去的时间早，不用排队，看到很多人都是一家一家的来聚餐，买单时还和老板开玩笑问啥时候开去上海，是真的好吃。	
kiwi_ed,http://www.dianping.com/member/7782231,45,口味：4.5 环境：4.0 服务：4.0 性价比：4.0 人均：100元,喜欢的菜： 脆皮大肠,2020-02-29 23:45,#必打卡杭帮菜#不愧是杭州必吃餐厅，就很杭帮菜。秒杀同类连锁餐厅。酒店离得还有点距离，特地打车来吃的，不枉此行。等位差不多1小时，吃的时候还是拼桌，但是这个大肠真的太值得了。【脆皮大肠】不同于上海浓油赤酱的烧法，这个脆皮大肠真的吃第一口就爱上。处理的很干净，口感外焦里嫩，应该事先卤过，所以吃起来脆脆的但是又入味，还可以蘸酱。反正喜欢大肠的不要错过【油淋鸡】鸡烧的满嫩的，皮有点脆，吃到后面稍微有点腻【醉虾】这醉虾是酸甜口带点点辣，跟上海的稍微有点不同吧。但是也蛮清爽的【蛋黄南瓜】南瓜+蛋黄，绝配，两个喜欢的食物搭配在一起就真的分分钟吃完。稍微有点油，但是可以接受！下次去杭州一定要再吃，念念不忘的脆皮大肠	
elviesyy,http://www.dianping.com/member/746146,40,口味：4.0 环境：4.0 服务：4.0 性价比：4.0,喜欢的菜： 醉虾,2020-02-29 15:09,一家杭州网红店，🚉火车站旁边步行即可到达，人气很旺，人不到齐不能入座，哎...味道一般，有点大食堂的感觉，适合附近不爱做饭，来吃吃家常菜的，特意去吃就没有必要了。记忆最深刻的是醉虾🦐，活呛的，味道不错呦。	
叶小西几,http://www.dianping.com/member/957503298,45,口味：4.5 环境：4.5 服务：4.5 性价比：4.5 人均：80元,喜欢的菜： 卤鸭,2020-02-27 22:59,终于吃到好吃的杭帮菜了之前男朋友来杭州出差，也好让我经常来杭州吃好吃的了，在上海都没怎么吃杭帮菜，找到这里真的太惊喜了！「卤鸭」超爱这个卤鸭！！！好好吃！！怎么说呢，酱鸭可能会过咸，但这个完全不会！也不会晒很干，皮和肉都超级入味！！现在疫情期间看图就要流口水，等可以出行了真的要再吃一次！「上汤菠菜」上汤菠菜太鲜了！！！汤都能喝掉！这一次点多了，但仍然舍不得退掉的菜，菠菜真的鲜嫩。「酱爆牛蛙」爱牛蛙星人，这个牛蛙也真的入味，爱浓油赤酱的要点他！！量也很大！大部分是腿肉所以吃得超级满足！「臭豆腐霉菜梗烧桂鱼」点这个也是想尝一尝怎么蒸双臭到底怎么让喜欢的超喜欢，吃不惯的超级吃不惯。事实是真的吃不惯…整盘闲置…	
mainly1108,http://www.dianping.com/member/8932144,40,口味：4.5 环境：3.0 服务：3.5 性价比：4.0,,2020-02-27 17:21,在杭州的时候偶尔会来这家店吃，去北京之后难得会怀念他们家菜的味道。北方做不来这种味道的。一定要点他们家的脆皮大肠，好吃！一盘都嫌少！他们家醉虾的酱汁调得也恰到好处。在北京有一回想念醉虾，搜了一家店去尝了以后，就更想吃他们家的醉虾了。	
